VehicleID,symboling,normalized_losses,make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,price,car_color,registration_year,previous_owners,dealer_service_rating
V0256,3,225.0,toyota,diesel,std,four,hatchback,fwd,front,91.8,198.5,62.4,49.3,2754,ohc,six,160,mpfi,2.58,2.7,22.5,225.0,4655.0,32,38,22945.0,Grey,1987,2,4.6
V0257,0,110.0,honda,gas,turbo,four,wagon,rwd,front,89.2,149.6,67.6,59.3,1966,ohc,eight,117,2bbl,3.37,3.29,15.5,111.0,6366.0,39,44,16928.0,Grey,1980,2,3.8
V0258,0,71.0,audi,gas,std,four,hatchback,4wd,front,118.8,150.7,62.7,55.4,2591,dohcv,two,159,1bbl,3.33,3.43,15.2,89.0,5869.0,32,37,34961.0,Brown,1983,1,2.1
V0259,2,202.0,chevrolet,gas,std,four,hatchback,fwd,front,117.5,177.7,72.0,48.8,3000,dohc,three,323,2bbl,3.78,3.71,14.2,85.0,4608.0,17,23,21010.0,Blue,1989,3,4.7
V0260,-2,221.0,volvo,diesel,std,four,sedan,rwd,front,116.6,180.9,63.0,58.9,2815,ohcf,eight,239,mfi,2.81,2.77,17.8,119.0,5230.0,29,37,41108.0,Brown,1982,3,1.8
V0261,-2,65.0,mazda,gas,std,two,hatchback,rwd,front,104.0,155.0,68.4,59.2,2976,l,five,293,mpfi,3.61,3.33,18.5,141.0,5389.0,19,22,26698.0,Silver,1990,3,3.2
V0262,2,129.0,saab,gas,std,four,hardtop,fwd,front,97.4,184.9,68.8,55.1,3107,ohc,six,246,1bbl,3.27,3.165,9.7,266.0,4244.0,23,31,41259.0,Brown,1981,2,1.7
V0263,1,92.0,isuzu,gas,std,four,convertible,fwd,front,108.5,170.7,71.7,55.5,2101,ohcv,four,324,spfi,3.53,3.165,11.6,65.0,6303.0,21,25,21403.0,Grey,1983,1,1.5
V0264,-2,244.0,chevrolet,gas,std,four,sedan,fwd,front,90.7,194.0,60.4,48.3,3434,dohc,four,106,mpfi,3.24,3.51,12.4,242.0,4395.0,0,37,20028.0,Blue,1981,2,3.0
V0265,-2,171.0,jaguar,gas,turbo,four,sedan,fwd,front,86.6,204.8,61.6,57.5,3192,ohcv,two,150,1bbl,2.68,2.46,15.2,76.0,5775.0,37,45,45400.0,Silver,1980,3,2.6
V0266,0,105.0,volkswagen,gas,std,four,sedan,rwd,front,106.6,141.6,68.7,54.8,2995,dohc,five,264,mpfi,3.29,3.99,18.9,120.0,5238.0,28,33,24068.0,Green,1989,3,2.3
V0267,0,194.0,toyota,diesel,std,four,wagon,rwd,rear,110.6,168.2,69.8,50.6,4004,l,four,107,mpfi,3.0,3.79,21.1,118.0,6192.0,36,41,16284.0,Green,1989,4,4.4
V0268,-3,145.0,plymouth,gas,std,two,convertible,rwd,front,117.0,167.7,70.4,57.9,-100,ohc,three,122,2bbl,3.7,4.06,21.9,112.0,6183.0,34,38,14873.0,Silver,1989,4,4.2
V0269,0,76.0,audi,gas,std,two,sedan,fwd,front,118.1,157.4,60.8,58.4,3050,ohcf,twelve,258,mpfi,3.55,2.12,0.0,245.0,5685.0,29,36,45400.0,Silver,1990,2,2.3
V0270,1,68.0,toyota,gas,turbo,four,sedan,fwd,front,100.1,166.0,70.7,56.3,2408,dohcv,four,289,2bbl,2.68,3.36,21.8,199.0,5251.0,27,30,27537.0,Silver,1988,2,2.7
V0271,-1,72.0,toyota,gas,std,two,wagon,fwd,front,93.1,204.4,69.0,58.7,4028,ohcv,three,105,spfi,2.77,2.79,15.4,224.0,6340.0,33,39,21873.0,Silver,1986,4,1.4
V0272,-2,187.0,mazda,gas,std,four,sedan,fwd,front,99.8,179.0,62.6,53.0,2533,ohcv,three,239,2bbl,3.24,3.52,18.1,214.0,5728.0,30,38,24781.0,White,1985,1,3.8
V0273,-1,94.0,plymouth,gas,std,four,sedan,rwd,front,108.5,181.1,67.6,54.8,2913,ohc,six,149,idi,3.24,2.69,16.8,69.0,4698.0,35,38,13459.0,Black,1982,5,2.6
V0274,2,159.0,toyota,gas,std,two,sedan,fwd,front,94.3,181.6,61.3,48.5,1726,dohc,four,235,2bbl,3.07,2.46,12.4,231.0,5300.0,-5,37,25645.0,Silver,1989,3,1.0
V0275,1,149.0,toyota,gas,std,four,sedan,rwd,front,119.5,202.0,69.2,47.8,3698,ohcv,four,209,mpfi,3.16,3.97,7.3,176.0,5389.0,30,37,24477.0,White,1987,1,4.2
V0276,2,186.0,toyota,gas,turbo,four,hardtop,rwd,front,114.2,187.7,65.9,54.5,1985,ohc,five,223,mfi,3.79,3.36,18.5,177.0,5897.0,35,41,21969.0,Red,1983,3,4.1
V0277,-3,186.0,nissan,diesel,std,four,sedan,fwd,front,98.7,197.0,60.9,49.5,2648,ohcv,eight,140,mfi,3.54,2.37,18.7,158.0,6547.0,32,37,18344.0,Brown,1983,4,2.7
V0278,0,207.0,volkswagen,diesel,std,four,hatchback,rwd,front,98.4,174.1,67.1,58.1,2048,ohc,five,210,1bbl,2.61,2.12,10.7,204.0,6319.0,30,33,22926.0,Grey,1982,2,1.8
V0279,2,116.0,nissan,gas,turbo,four,hardtop,rwd,front,107.8,171.8,61.9,47.9,3108,ohc,two,229,2bbl,3.14,3.8,17.4,200.0,5389.0,27,32,24068.0,Red,1982,4,4.9
V0280,-3,172.0,isuzu,gas,std,four,sedan,fwd,front,96.7,149.6,71.4,59.6,2042,dohc,four,190,mpfi,2.93,4.14,17.5,235.0,4689.0,37,45,18846.0,Brown,1985,5,3.4
V0281,-2,219.0,volkswagen,gas,std,four,hatchback,fwd,front,91.1,142.2,66.6,58.7,3207,l,two,151,2bbl,3.4,2.15,19.5,176.0,4631.0,30,36,21720.0,Blue,1980,4,3.1
V0282,0,168.0,bmw,gas,std,four,hatchback,fwd,front,87.7,192.3,60.5,51.0,3179,ohc,two,164,idi,2.63,4.02,22.8,269.0,6156.0,33,39,45400.0,Green,1989,4,3.9
V0283,1,175.0,honda,gas,std,four,sedan,fwd,front,117.0,149.2,71.5,50.0,2239,ohc,five,304,4bbl,3.44,3.7,16.8,245.0,6246.0,26,33,30196.0,Silver,1988,3,3.7
V0284,0,148.0,toyota,gas,std,two,sedan,fwd,front,94.9,150.7,61.3,48.9,2207,ohc,twelve,279,mpfi,2.67,2.13,21.5,184.0,5682.0,22,28,26018.0,Black,1984,3,2.5
V0285,0,90.0,subaru,gas,std,four,wagon,rwd,front,92.7,146.3,66.3,51.4,2078,ohc,four,170,mpfi,2.68,3.19,16.9,57.0,4938.0,35,41,24068.0,Grey,1983,1,2.9
V0286,-3,163.0,honda,gas,std,four,hardtop,rwd,front,90.0,163.3,65.9,49.1,1953,ohcv,four,154,2bbl,3.82,2.61,22.4,132.0,5874.0,32,35,19209.0,Silver,1989,2,1.9
V0287,-2,126.0,volkswagen,diesel,std,four,hatchback,fwd,front,96.3,167.5,64.4,49.8,3424,ohcv,six,321,mpfi,3.45,3.78,13.7,286.0,5113.0,19,27,32031.0,Red,1982,1,1.3
V0288,3,226.0,volkswagen,gas,std,four,wagon,fwd,front,113.9,199.7,70.1,50.5,3309,ohc,four,281,2bbl,2.99,2.47,14.5,76.0,5291.0,18,26,21643.0,Grey,1982,4,4.7
V0289,-3,132.0,mercedes-benz,gas,turbo,four,hatchback,fwd,front,114.6,150.4,71.7,59.1,3613,ohc,four,111,mpfi,3.24,3.6,18.6,61.0,6394.0,34,38,36205.0,Green,1987,5,4.2
V0290,0,107.0,nissan,gas,std,two,sedan,rwd,front,88.9,166.4,60.3,53.3,3494,dohc,six,267,spdi,3.19,3.43,15.3,249.0,6515.0,25,30,24068.0,Blue,1987,2,4.2
V0291,1,140.0,mazda,diesel,turbo,two,sedan,rwd,front,-114.2,155.7,69.2,48.8,3065,dohc,six,99,mpfi,3.07,3.0,11.6,110.0,5968.0,33,41,14741.0,Brown,1985,2,3.7
V0292,0,255.0,porsche,gas,std,four,hardtop,rwd,front,106.6,170.4,67.0,58.3,3496,ohc,three,239,idi,2.72,3.16,8.8,199.0,4360.0,23,27,45400.0,Blue,1988,5,3.6
V0293,0,215.0,mercedes-benz,gas,std,four,sedan,rwd,rear,115.5,141.9,69.6,55.5,3062,ohc,eight,102,2bbl,2.8,2.96,20.3,112.0,5387.0,41,48,24068.0,Silver,1986,1,1.4
V0294,-3,171.0,honda,gas,std,four,sedan,fwd,front,88.3,203.9,68.7,50.4,2025,ohc,six,244,spdi,2.72,3.91,10.9,231.0,4944.0,25,29,26246.0,Silver,1980,4,2.0
V0295,1,125.0,chevrolet,gas,std,four,hatchback,fwd,front,90.2,157.0,70.4,54.0,3296,ohc,eight,132,mpfi,3.24,2.34,18.1,112.0,4687.0,32,35,16302.0,Grey,1984,3,3.8
V0296,-2,153.0,nissan,diesel,std,four,sedan,fwd,front,118.4,141.8,67.2,51.4,2305,ohcf,six,79,1bbl,2.92,3.165,12.9,179.0,5888.0,43,51,16565.0,Grey,1988,2,3.0
V0297,3,181.0,mitsubishi,gas,std,four,sedan,fwd,front,114.9,174.7,62.8,51.8,3556,ohc,six,161,2bbl,3.87,3.75,14.3,232.0,6570.0,35,40,21594.0,White,1985,1,2.6
V0298,2,189.0,dodge,gas,std,two,hardtop,4wd,front,112.3,141.3,61.1,54.5,2342,ohcv,four,195,1bbl,3.42,3.165,12.6,183.0,4887.0,32,36,19544.0,Red,1990,4,3.4
V0299,1,105.0,mazda,gas,turbo,four,sedan,4wd,front,93.1,181.6,66.3,59.3,3333,ohc,five,236,spfi,2.66,3.43,7.6,229.0,5943.0,29,36,26942.0,Silver,1984,4,2.6
V0300,-2,175.0,audi,gas,std,four,hardtop,4wd,front,116.2,199.1,61.4,58.2,3316,ohc,three,203,2bbl,3.28,3.44,15.2,98.0,4604.0,32,35,39168.0,Red,1980,2,3.8
V0301,2,178.0,mitsubishi,diesel,turbo,four,sedan,rwd,front,94.2,193.4,69.6,53.0,3797,dohc,twelve,269,1bbl,2.57,3.24,9.5,211.0,4632.0,25,31,23399.0,Black,1983,3,3.2
V0302,-3,119.0,audi,gas,std,four,sedan,rwd,front,115.4,146.5,70.7,48.5,2610,ohc,four,151,mpfi,3.63,2.86,19.9,110.0,6445.0,38,45,36476.0,Grey,1984,3,4.5
V0303,-2,118.0,bmw,diesel,std,two,hatchback,fwd,front,103.6,206.1,61.0,52.8,3845,ohcv,four,84,mpfi,3.24,3.38,20.4,200.0,4440.0,35,42,45400.0,Red,1983,3,3.9
V0304,3,100.0,nissan_,gas,turbo,four,hatchback,fwd,front,87.0,190.1,71.7,49.4,2699,ohc,twelve,69,2bbl,2.97,3.55,20.7,239.0,6540.0,37,43,37657.0,Green,1986,2,4.2
V0305,1,186.0,audi,gas,turbo,two,hatchback,rwd,front,118.3,153.5,61.1,51.0,1680,ohcf,five,190,idi,2.71,3.24,0.0,49.0,5221.0,34,42,24068.0,Red,1983,5,1.8
V0306,-1,132.0,porsche,gas,std,four,sedan,fwd,front,97.6,181.8,64.4,59.4,3053,ohc,six,166,spdi,3.55,2.79,13.7,99.0,4377.0,31,38,45400.0,Green,1988,5,4.6
V0307,0,163.0,audi,gas,std,two,wagon,rwd,front,90.6,202.2,63.4,50.7,3772,ohc,two,176,2bbl,2.6,3.66,22.2,270.0,4713.0,33,38,45400.0,Grey,1980,5,4.1
V0308,3,181.0,volvo,gas,std,two,sedan,fwd,front,115.5,165.2,65.3,51.3,2002,ohc,four,69,mpfi,3.78,3.45,200.0,170.0,4496.0,41,49,24068.0,Brown,1989,4,3.5
V0309,3,244.0,mercedes-benz,gas,std,two,hatchback,rwd,front,87.4,179.5,67.2,51.1,1875,ohcv,four,308,spfi,3.52,2.7,9.0,131.0,4410.0,28,32,45400.0,White,1988,5,4.1
V0310,-1,96.0,honda,gas,std,two,sedan,fwd,front,91.4,168.0,69.0,54.8,2109,ohc,four,202,idi,2.56,3.165,12.0,74.0,6079.0,-5,39,18662.0,Blue,1989,4,1.6
V0311,-3,186.0,saab,gas,std,four,wagon,rwd,front,97.2,184.3,69.5,53.4,2404,ohc,five,193,4bbl,3.09,3.54,17.6,249.0,5480.0,35,41,35107.0,White,1987,4,4.4
V0312,1,134.0,honda,gas,std,four,sedan,fwd,front,113.0,201.3,63.9,51.0,0,ohc,two,76,spdi,3.84,2.44,8.8,233.0,5111.0,44,51,19781.0,Silver,1989,4,1.3
V0313,-3,249.0,nissan,diesel,std,four,sedan,fwd,rear,95.6,194.3,62.8,57.0,3729,dohc,three,239,idi,2.78,3.12,8.4,138.0,6354.0,23,28,24068.0,White,1986,3,3.5
V0314,-1,129.0,volvo,gas,std,four,sedan,rwd,front,100.3,186.5,69.0,54.1,2747,ohc,four,185,spdi,3.6,2.34,18.6,264.0,6314.0,33,37,43498.0,White,1980,4,2.2
V0315,-1,235.0,saab,gas,std,two,convertible,fwd,rear,87.2,160.8,62.2,48.9,3781,rotor,eight,230,mpfi,3.24,3.165,8.1,93.0,5490.0,26,33,31017.0,Green,1986,1,4.5
V0316,-3,169.0,plymouth,gas,std,two,hatchback,fwd,front,99.6,149.3,65.3,57.4,3583,ohc,six,0,2bbl,3.24,3.72,13.0,58.0,6413.0,33,41,12125.0,Black,1986,5,4.4
V0317,-2,254.0,nissan,gas,turbo,four,sedan,fwd,front,92.4,190.7,61.5,57.3,1599,ohc,six,113,mpfi,2.9,3.62,16.1,52.0,4540.0,43,49,12707.0,Blue,1982,2,4.4
V0318,2,163.0,mercedes-benz,gas,std,four,hatchback,rwd,front,102.7,174.6,63.8,49.6,3050,l,five,220,2bbl,3.31,3.83,21.9,285.0,4775.0,27,31,45400.0,Black,1987,1,2.8
V0319,1,157.0,jaguar,gas,std,two,wagon,fwd,front,116.0,198.4,67.9,51.5,2888,ohcf,two,179,mpfi,3.43,3.0,16.4,48.0,5418.0,32,38,45400.0,Red,1989,3,4.2
V0320,3,182.0,mitsubishi,gas,std,two,sedan,rwd,front,109.5,158.8,66.8,50.1,2132,ohcf,five,215,idi,3.78,2.52,20.0,170.0,6470.0,33,37,24068.0,Black,1990,1,1.1
V0321,-1,195.0,bmw,gas,std,two,sedan,fwd,front,116.8,173.6,60.6,55.4,2468,ohcv,six,68,2bbl,2.67,4.15,21.6,166.0,4631.0,40,46,41046.0,Grey,1986,4,4.9
V0322,-2,157.0,honda,gas,std,four,hatchback,fwd,front,98.0,194.8,68.1,50.8,3202,dohc,eight,313,2bbl,3.69,2.88,16.3,170.0,6308.0,19,27,25928.0,White,1980,3,3.2
V0323,-2,173.0,nissan,gas,std,four,hatchback,fwd,front,116.3,151.3,69.6,50.3,2231,ohc,eight,81,idi,3.3,4.07,12.2,128.0,5092.0,40,44,14649.0,Brown,1983,2,4.1
V0324,2,219.0,toyota,diesel,turbo,two,hardtop,fwd,front,115.9,155.1,60.9,53.1,2301,ohc,six,124,mpfi,2.79,3.99,18.6,79.0,4817.0,37,40,15688.0,Silver,1985,4,1.8
V0325,-1,68.0,honda,gas,turbo,four,hatchback,4wd,front,118.9,154.4,67.4,57.8,2482,ohc,three,122,idi,3.33,2.16,15.5,217.0,5667.0,34,41,21222.0,Green,1987,1,2.7
V0326,-2,193.0,honda,diesel,std,four,sedan,fwd,front,91.4,148.7,67.2,59.0,1590,dohc,eight,248,idi,3.24,3.165,20.5,202.0,5099.0,29,34,25235.0,Green,1983,5,3.6
V0327,2,203.0,volkswagen,gas,turbo,two,sedan,rwd,front,102.8,152.1,68.2,52.3,3744,dohc,six,238,2bbl,3.35,2.85,22.7,244.0,5347.0,22,30,27770.0,Red,1986,1,3.4
V0328,3,183.0,audi,diesel,std,four,sedan,4wd,front,116.8,192.3,64.6,58.0,3626,dohc,five,156,2bbl,2.96,2.24,20.7,242.0,6491.0,32,36,45400.0,Silver,1988,3,4.9
V0329,0,89.0,toyota,gas,std,two,hardtop,rwd,front,109.7,198.0,69.1,50.5,2253,ohc,two,93,2bbl,3.24,3.165,18.8,227.0,4231.0,42,48,19451.0,Grey,1986,3,4.3
V0330,-1,146.0,nissan,gas,std,four,wagon,fwd,front,87.0,163.1,65.9,57.3,2440,dohc,six,169,2bbl,2.68,2.65,16.7,170.0,4456.0,36,44,24429.0,Black,1980,4,3.0
V0331,3,144.0,audi,gas,std,four,sedan,rwd,front,104.5,168.8,67.0,50.4,3176,ohc,eight,203,mfi,3.61,2.94,18.7,207.0,6258.0,33,27,45400.0,Green,1981,2,4.6
V0332,3,186.0,isuzu,gas,turbo,two,sedan,rwd,front,92.3,160.5,68.5,57.4,3008,dohc,four,297,mpfi,3.24,3.64,22.9,285.0,4704.0,20,27,24068.0,White,1986,2,1.6
V0333,1,252.0,nissan,gas,std,four,sedan,rwd,front,89.8,178.9,62.9,48.4,1491,ohc,five,210,2bbl,3.21,3.72,15.5,170.0,4395.0,37,40,22869.0,Blue,1990,1,2.1
V0334,1,249.0,volkswagen,gas,std,two,hatchback,rwd,front,120.1,149.9,64.7,54.5,2795,ohc,four,291,mpfi,2.68,2.68,13.1,205.0,5862.0,22,26,27347.0,Silver,1982,4,5.0
V0335,0,186.0,audi,gas,std,two,hatchback,rwd,front,99.9,149.3,63.1,58.4,3975,ohc,two,296,2bbl,3.88,2.86,14.5,245.0,4910.0,18,26,45400.0,Green,1981,5,2.1
V0336,1,193.0,nissan,gas,turbo,four,hatchback,rwd,front,105.0,207.5,63.9,47.9,3875,ohc,six,90,2bbl,3.92,3.165,20.4,220.0,4153.0,32,38,19077.0,Brown,1987,4,3.6
V0337,3,120.0,mazda,diesel,std,four,hatchback,fwd,front,118.2,149.9,67.6,58.0,1885,ohc,four,117,2bbl,3.24,2.4,19.4,236.0,5792.0,43,49,19974.0,Red,1989,3,2.3
V0338,3,78.0,dodge,gas,std,four,hatchback,fwd,front,96.9,185.5,71.6,49.4,1960,l,three,140,mpfi,3.39,3.58,-1.0,210.0,5231.0,41,47,17724.0,White,1986,3,1.2
V0339,2,127.0,honda,gas,std,four,hatchback,fwd,front,87.6,197.5,67.5,58.2,3457,ohcv,four,103,idi,2.81,2.88,8.5,63.0,5113.0,40,45,14412.0,Grey,1981,5,3.0
V0340,3,155.0,volkswagen,gas,std,two,hatchback,fwd,front,114.6,173.0,70.5,54.1,2463,ohcv,six,223,mpfi,3.88,2.63,20.5,226.0,5389.0,29,32,23559.0,Black,1986,5,3.1
V0341,-1,84.0,mitsubishi,gas,std,four,hatchback,fwd,front,92.9,179.2,65.0,59.1,2469,l,four,210,1bbl,3.24,3.6,21.4,280.0,6171.0,32,39,22598.0,Green,1988,3,2.6
V0342,-1,193.0,toyota,gas,std,four,sedan,fwd,front,109.4,158.9,65.4,54.4,2009,ohc,three,265,2bbl,3.83,3.84,13.2,76.0,4591.0,23,27,20329.0,White,1990,2,1.2
V0343,-3,163.0,volvo,gas,std,four,sedan,fwd,front,104.6,144.4,71.7,57.5,3978,ohcv,four,163,1bbl,3.58,4.12,16.6,87.0,4666.0,32,35,32032.0,Silver,1980,4,4.7
V0344,1,137.0,audi,gas,std,two,sedan,4wd,front,91.6,194.6,63.6,49.0,2398,ohc,four,124,mpfi,3.56,2.71,20.1,170.0,4541.0,41,46,38475.0,Blue,1989,1,4.6
V0345,0,134.0,mercedes-benz,gas,std,four,wagon,fwd,front,101.0,205.9,70.7,56.0,3888,dohc,five,139,2bbl,2.93,3.61,16.7,87.0,4745.0,33,38,42459.0,White,1989,2,2.3
V0346,-1,127.0,honda,gas,std,two,wagon,rwd,front,120.4,178.1,68.0,49.5,2584,ohcv,eight,111,mpfi,3.46,3.75,18.9,53.0,4407.0,35,39,13575.0,Green,1990,5,4.4
V0347,1,79.0,plymouth,diesel,turbo,four,wagon,fwd,front,104.2,181.3,71.2,52.5,1713,ohc,twelve,259,2bbl,2.65,3.47,20.0,133.0,4254.0,25,28,19314.0,Blue,1984,1,2.2
V0348,3,168.0,dodge,gas,std,two,sedan,fwd,front,115.6,196.3,66.9,58.5,3774,dohc,two,154,1bbl,3.89,3.11,19.7,209.0,5930.0,31,38,19594.0,Red,1985,4,4.0
V0349,3,135.0,chevrolet,gas,std,two,sedan,fwd,rear,109.4,196.3,61.2,55.0,3936,dohc,eight,265,idi,3.93,2.25,8.6,275.0,5453.0,25,29,24068.0,Red,1981,3,3.9
V0350,3,94.0,porsche,gas,turbo,four,sedan,rwd,front,102.3,154.5,68.6,49.3,1849,dohc,three,185,spfi,3.52,3.03,12.8,120.0,6108.0,33,39,45400.0,Silver,1990,5,1.5
V0351,2,130.0,mitsubishi,gas,std,four,sedan,fwd,front,108.3,171.3,62.2,51.4,2219,dohc,two,77,mpfi,3.02,2.8,22.9,201.0,6388.0,38,42,16184.0,Brown,1983,5,1.1
V0352,1,86.0,mitsubishi,gas,std,four,sedan,rwd,front,101.2,208.1,65.0,48.3,1582,ohcf,five,324,mpfi,2.85,2.98,21.2,233.0,5150.0,27,30,24993.0,Silver,1990,5,3.2
V0353,1,213.0,plymouth,gas,std,four,sedan,fwd,front,93.1,178.6,60.3,53.7,2364,ohc,four,275,mpfi,2.73,3.87,21.0,115.0,5211.0,25,31,18772.0,Black,1985,2,4.7
V0354,2,95.0,volkswagen,gas,turbo,four,sedan,rwd,front,104.6,207.8,64.5,49.4,3792,ohc,three,315,2bbl,3.24,3.35,18.3,97.0,4156.0,15,18,26007.0,Grey,1983,5,5.0
V0355,0,122.0,nissan,gas,std,four,sedan,rwd,front,106.6,149.1,64.1,49.6,3880,l,twelve,272,1bbl,3.24,3.17,10.8,170.0,6157.0,21,26,27787.0,White,1984,1,2.4
V0356,3,136.0,  audi,gas,std,four,hatchback,rwd,front,98.4,167.9,62.6,48.3,2514,ohc,twelve,228,1bbl,3.19,3.04,8.3,216.0,5142.0,32,36,25259.0,Green,1982,1,3.4
V0357,-2,131.0,nissan,gas,std,four,sedan,rwd,front,98.7,195.7,63.8,55.5,2033,dohc,three,198,idi,3.7,3.165,22.0,187.0,6495.0,30,35,22239.0,White,1990,3,1.7
V0358,0,240.0,mercedes-benz,gas,turbo,two,sedan,fwd,front,110.3,160.9,69.3,48.2,3341,ohc,five,175,1bbl,3.33,2.57,19.5,252.0,5328.0,26,32,45400.0,Silver,1988,1,1.1
V0359,0,120.0,saab,diesel,std,four,hatchback,fwd,front,111.7,184.8,71.4,50.2,3956,ohc,six,103,mpfi,2.61,3.165,20.7,84.0,5389.0,34,42,23297.0,Brown,1980,3,4.0
V0360,0,135.0,saab,gas,std,four,hatchback,rwd,front,94.5,149.9,70.1,59.8,3929,ohc,four,96,1bbl,3.06,3.28,10.0,187.0,4732.0,37,43,27056.0,Black,1985,2,1.3
V0361,0,86.0,alfa-romero,diesel,turbo,two,wagon,rwd,front,110.0,192.2,71.8,57.0,1556,dohc,four,171,mpfi,2.62,3.73,15.1,208.0,6202.0,38,44,31081.0,Grey,1988,5,1.6
V0362,-1,113.0,subaru,gas,std,four,hatchback,fwd,front,117.5,204.7,64.1,56.3,2064,dohc,four,86,mpfi,3.67,3.165,17.6,172.0,5944.0,41,44,18602.0,Brown,1984,2,4.4
V0363,-2,247.0,mercedes-benz,gas,std,four,sedan,rwd,front,119.9,190.4,68.4,50.6,3472,ohc,two,102,mpfi,3.85,4.05,14.6,216.0,4561.0,38,43,45400.0,Black,1988,5,4.1
V0364,1,95.0,porsche,gas,std,four,hatchback,4wd,rear,94.0,171.4,66.8,55.9,2841,ohc,three,321,4bbl,2.74,3.2,17.9,128.0,4177.0,16,24,45400.0,Green,1981,5,1.3
V0365,-2,160.0,toyota,gas,std,four,sedan,fwd,front,116.7,173.7,64.9,52.7,3156,ohc,six,253,4bbl,3.05,4.12,9.2,146.0,5389.0,29,34,24068.0,Red,1988,4,1.0
V0366,1,141.0,mazda,gas,std,four,sedan,fwd,front,99.7,186.9,66.3,54.8,2439,ohc,four,191,1bbl,3.8,3.05,11.6,187.0,4797.0,29,35,22006.0,Grey,1986,3,2.8
V0367,-2,110.0,dodge,gas,turbo,two,sedan,fwd,front,94.3,-200.0,64.9,58.4,1948,ohc,twelve,175,mpfi,3.88,2.82,16.9,78.0,5626.0,32,35,16423.0,Red,1985,5,1.7
V0368,2,240.0,toyota,gas,std,four,hatchback,rwd,front,90.1,167.2,67.2,48.3,2150,ohc,four,229,idi,2.9,2.97,11.8,198.0,4491.0,32,35,23777.0,Green,1989,1,2.5
V0369,3,227.0,peugot,gas,std,four,sedan,rwd,front,115.0,168.3,69.3,48.3,2800,ohcv,four,252,2bbl,3.39,3.89,19.0,80.0,6113.0,30,36,21457.0,Black,1989,5,2.2
V0370,2,204.0,volvo,diesel,std,four,wagon,4wd,front,97.0,174.4,62.4,58.5,2149,ohc,three,319,1bbl,2.63,3.15,15.0,84.0,4677.0,22,28,43878.0,Grey,1980,3,3.6
V0371,2,163.0,volkswagen,gas,std,four,wagon,4wd,front,90.4,181.6,64.3,58.8,2140,ohc,three,96,mpfi,3.24,3.49,20.9,168.0,5728.0,37,43,16477.0,White,1989,5,3.9
V0372,0,110.0,mitsubishi,diesel,std,four,sedan,fwd,front,104.0,-188.5,69.1,48.9,2934,ohcf,twelve,84,spfi,3.42,3.46,13.1,150.0,6430.0,43,47,14796.0,Blue,1980,4,4.8
V0373,-1,133.0,volkswagen,gas,std,four,sedan,rwd,front,111.0,169.7,61.7,54.8,3432,ohc,six,283,mpfi,3.1,3.69,13.5,170.0,5696.0,26,30,24068.0,White,1989,3,1.6
V0374,2,92.0,jaguar,diesel,std,four,wagon,rwd,front,96.7,150.8,70.5,59.5,3212,ohc,five,89,1bbl,2.7,3.53,9.3,235.0,4257.0,40,45,24068.0,Grey,1981,4,4.3
V0375,-2,252.0,mercedes-benz,gas,std,two,sedan,rwd,front,103.5,170.1,68.5,55.6,1942,ohc,four,79,2bbl,2.87,3.19,11.4,273.0,5807.0,44,50,45400.0,Green,1984,4,1.8
V0376,3,144.0,mercedes-benz,gas,std,four,wagon,fwd,front,114.7,199.8,70.6,48.7,3554,ohcv,three,273,mpfi,3.58,3.21,21.7,72.0,6559.0,24,28,45400.0,Green,1986,5,4.0
V0377,-2,156.0,porsche,gas,turbo,two,sedan,fwd,front,90.7,165.1,69.5,53.2,3385,ohc,four,141,idi,2.97,3.55,16.7,170.0,5492.0,31,34,45400.0,Red,1980,3,2.0
V0378,-2,81.0,toyota,gas,std,four,wagon,fwd,front,105.5,158.9,70.8,52.9,2355,ohcf,three,163,1bbl,3.1,3.48,13.0,170.0,6269.0,37,40,23464.0,Silver,1989,5,1.9
V0379,1,137.0,toyota,gas,std,four,sedan,fwd,front,106.6,198.8,61.6,58.4,2285,dohc,two,294,spfi,2.89,2.93,11.3,209.0,4873.0,25,32,24068.0,Brown,1984,3,4.5
V0380,-2,180.0,honda,gas,std,four,sedan,fwd,front,108.7,175.2,66.3,53.4,2806,ohcv,eight,308,1bbl,3.23,2.63,13.4,283.0,6541.0,17,21,30408.0,Green,1986,2,2.2
V0381,0,253.0,porsche,gas,std,four,hatchback,4wd,front,104.9,205.5,61.3,53.3,2675,dohc,four,81,mfi,3.47,2.7,13.2,75.0,5621.0,43,46,41321.0,Black,1980,2,1.1
V0382,-1,82.0,dodge,gas,std,four,hatchback,rwd,front,88.9,-169.7,64.8,48.7,1808,ohc,eight,112,mpfi,2.86,3.33,12.3,105.0,5337.0,40,46,15025.0,Green,1982,3,1.3
V0383,0,225.0,bmw,gas,std,four,hatchback,4wd,front,101.7,178.7,67.4,58.4,3162,ohc,two,230,1bbl,2.72,3.6,14.9,254.0,6429.0,27,34,45400.0,Blue,1986,3,2.5
