ObservationID,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,UVIndex,Visibility_km,DewPoint,RainTomorrow
W0301,2018-01-02,Adelaide,9.7,23.6,0.1,2.2,11.9,ENE,16,N,ESE,4,32,47,37,1011.6,1011.6,2,1,12.5,23.0,No,3,10.9,14.4,No
W0302,2015-10-29,Brisbane,18.9,23.0,1.8,11.5,6.9,WNW,20,WNW,NNE,22,27,66,64,,1023.1,1,4,20.8,22.0,No,4,10.2,14.4,No
W0303,2022-02-21,Canberra,5.2,19.7,0.1,8.7,5.9,ENE,14,SE,E,26,9,31,61,1021.6,1010.3,,5,9.8,12.5,No,10,34.6,0.9,No
W0304,2016-06-06,Perth,16.4,26.2,1.0,14.5,8.5,WSW,21,NNW,SW,19,6,30,56,1029.3,1027.3,4,0,18.7,25.1,No,2,19.8,18.0,No
W0305,2020-03-23,Wollongong,15.6,19.6,23.6,9.9,0.6,E,70,ESE,NNE,26,33,85,71,998.9,1011.3,4,8,16.2,17.7,No,9,10.9,10.8,Yes
W0306,2018-06-30,Canberra,10.3,21.1,6.7,13.8,3.2,WNW,32,ENE,WSW,51,18,90,91,995.7,997.3,8,4,15.0,19.3,No,7,38.6,7.0,Yes
W0307,28/02/2015,Hobart,5.4,21.3,4.4,,12.8,SE,10,ENE,WSW,12,20,69,22,1017.7,1011.0,,3,5.5,18.3,Yes,9,25.9,1.1,No
W0308,2020-07-11,Wollongong,15.0,21.6,-5,4.9,3.5,SW,43,E,WNW,34,31,81,95,999.2,,8,4,16.3,20.0,Yes,3,15.6,,Yes
W0309,2017-01-14,Wollongong,11.4,20.6,3.0,11.2,6.1,NNE,14,SSW,E,18,10,57,19,1011.6,1012.4,3,5,14.1,19.8,No,2,36.7,11.3,No
W0310,07/04/2022,Townsville,20.5,28.6,13.4,7.8,2.4,S,98,NE,S,52,28,68,121,1013.4,1009.8,5,,21.6,28.5,No,10,28.3,20.8,Yes
W0311,2022-06-25,Melbourne,11.3,21.0,0.9,12.7,6.6,W,43,W,ESE,15,13,61,38,1011.8,1012.4,,3,15.2,19.8,No,11,12.6,7.3,No
W0312,2022-12-06,Sydney,12.9,25.4,3.3,-0.4,8.4,NNE,-20,NE,WSW,27,33,56,32,1012.3,1013.1,1,2,15.9,24.0,No,10,7.8,9.5,No
W0313,2019-05-08,Newcastle,12.7,27.0,4.5,13.5,5.5,N,23,SW,ENE,14,21,50,41,1024.6,1009.4,0,1,16.0,24.4,Yes,10,29.9,16.3,No
W0314,2020-11-23,Wollongong,10.2,21.2,4.6,7.6,6.7,SW,16,SW,N,25,34,64,61,1014.3,1016.9,3,3,14.5,18.3,No,9,45.4,6.4,False
W0315,2021-05-07,Townsville,21.0,31.7,0.1,2.6,11.7,,22,SSE,E,28,34,51,26,1017.5,1022.0,0,0,25.0,26.7,No,1,21.9,24.3,No
W0316,2018-09-13,Adel@ide,11.0,28.8,2.6,2.1,,S,37,NE,ENE,28,5,58,23,1017.7,1017.7,2,0,18.2,23.6,No,10,7.5,14.0,No
W0317,2015-01-19,Townsville,20.9,31.4,2.5,14.0,11.4,SSE,38,NNW,E,30,21,54,40,-100,1015.8,1,4,25.6,30.4,Yes,4,47.7,24.7,No
W0318,2019-02-09,Cairns,20.5,35.3,0.6,1.1,9.4,W,22,NNE,NNE,11,28,53,20,1018.5,1021.5,0,5,25.5,34.1,No,9,34.2,23.0,No
W0319,2017-09-27,Sydney,11.1,25.7,1.9,3.5,11.2,WSW,40,NNW,N,7,16,63,57,1020.8,1023.2,3,2,18.3,22.2,Yes,2,16.8,9.1,No
W0320,2021-12-29,Brisbane,17.0,24.8,28.0,6.2,1.8,NE,64,S,NNE,29,49,84,55,997.4,1009.9,7,,17.1,22.3,Yes,7,31.1,20.0,Yes
W0321,2019-01-06,Cairns,22.2,30.2,0.1,-12.5,4.4,NE,14,ESE,ESE,23,1,29,21,1011.1,1026.7,1,1,24.0,27.3,No,6,27.7,26.6,No
W0322,2022-03-31,Adelaide,14.0,18.2,1.3,,9.4,NNW,36,NW,WNW,-17.0,30,58,37,1028.0,1024.6,,,14.5,18.2,Yes,2,5.9,12.6,No
W0323,2022-06-18,Brisbane,14.7,33.1°C,1.7,,11.8,E,9,WSW,SSW,6,14,39,43,1014.7,1019.5,5,3,18.8,32.8,Yes,5,8.8,19.3,No
W0324,2016-05-02,Newcastle,14.7,26.3,3.7,14.6,1.9,,54,SE,SE,42,40,85,76,1012.9,1002.2,,6,18.1,24.9,Yes,11,8.9,,Yes
W0325,2021-12-14,Newcastle,12.8,20.6,4.9,7.3,9.8,S,37,E,SE,7,33,44,36,1027.9,,0,5,14.3,17.4,No,4,31.9,10.6,YES
W0326,2017-02-18,Cairns,24.7,32.6,2.8,10.7,8.0,SSW,33,NNE,S,12,27,68,23,1028.2,1020.8,3,,24.9,32.6,Yes,11,16.5,22.8,No
W0327,2016-02-09,Hobart,6.2,22.2,33.9,9.8,,NNW,67,NNW,SW,51,25,76,89,,998.1,6,5,7.8,21.2,Yes,11,7.2,3.1,Yes
W0328,2022-01-08,Cairns,20.6,35.5,1.0,11.1,6.2,SW,40,SSE,NNE,4,2,61,53,1029.3,1027.6,4,3,21.0,33.2,No,4,29.1,15.8,No
W0329,2018-04-04,Melbourne,10.8,23.4,1.8,,,SSW,36,ENE,ESE,7,3,37,44,1012.5,1023.2,1,,14.7,17.8,No,9,48.8,15.0,No
W0330,2020-05-18,Cairns,23.1,33.2,0.5,3.9,5.3,NW,15,WSW,ESE,19,11,48,53,1010.8,1018.1,0,1,23.5,31.5,Yes,11,46.6,23.1,No
W0331,2020-07-27,Adelaide,13.3,19.5,2.7,2.1,6.9,ENE,24,NNE,E,1,17,34,24,1015.9,1024.9,5,1,16.1,16.8,No,8,37.3,11.3,No
W0332,2016-03-26,Hobart,6.4,14.9,2.7,13.2,,NNW,41,SW,E,21,19,63,28,1011.3,1024.0,1,0,10.3,13.1,No,2,27.1,7.3,YES
W0333,2018-07-29,Canberra,10.0,23.7,1.3,14.9,4.8,E,34,ESE,W,14,21,59,55,1014.9,1010.6,4,1,13.4,18.3,No,10,23.7,5.1,No
W0334,2017-05-22,Sydney,11.6,21.1,4.6,0.6,9.7,SE,29,W,E,3,17,52,59,1018.5,1018.7,1,2,14.4,16.8,No,8,16.5,12.7,No
W0335,2019-08-04,Newcastle,-200,27.5,4.9,14.8,13.0,ENE,44,NNW,E,14,0,31,150,1019.3,1023.0,3,0,14.9,22.0,No,6,11.1,12.5,No
W0336,2018-05-08,Townsville,22.6,29.2,39.4,3.2,2.9,,66,NW,ESE,22,61,81,56,1010.3,995.4,7,,24.3,28.3,No,10,16.8,20.9,Yes
W0337,2018-06-10,Townsville,23.2,28.8,0.6,12.3,,NW,13,WNW,W,5,2,66,45,1026.6,1013.1,0,,25.1,28.3,No,10,8.7,,No
W0338,2016-01-25,Darwin,21.4,37.2,4.1,7.2,7.8,NNE,13,SW,E,5,8,49,42,1026.6,1008.1,2,4,27.1,31.1,No,7,22.9,23.4,No
W0339,2018-04-18,Sydney,80,23.5,2.6,5.1,6.8,NNE,12,SSW,SW,20,34,41,37,1025.1,1015.6,0,3,15.5,20.2,No,2,45.6,,No
W0340,2015-07-17,Sydney,12.6,26.8,0.7,0.9,7.8,WSW,23,SSW,SW,3,28,54,57,1016.7,1009.7,3,0,18.8,21.7,YES,5,22.9,9.7,No
W0341,2019-01-25,Newcastle,13.1,24.2,3.3,8.3,5.8,WNW,31,N,E,23,27,25,17,,1017.6,5,5,16.1,20.6,No,7,45.9,16.5,No
W0342,2022-07-24,Canberra,8.1,20.2,1.9,6.5,4.4,SE,38,W,SE,16,14,44,45,1020.2,1010.8,1,1,9.4,14.2,Yes,3,35.3,5.3,No
W0343,2017-12-23,Darwin,22.1,33.4,32.5mm,1.3,3.2,SSE,49,W,SE,20,44,96,56,1003.1,1006.1,4,8,23.5,28.3,No,5,26.1,22.9,Yes
W0344,2020-10-13,Perth,15.4,30.1,3.7,8.3,6.6,E,35,ESE,NW,12,6,34,58,1024.0,1014.4,5,5,21.4,25.6,Yes,5,10.9,20.2,No
W0345,2022-05-11,Cairns,24.3,36.4,2.9,6.7,7.5,NNW,44,SW,SSE,19,30,43,25,1011.6,,4,1,29.6,33.5,No,8,19.9,,No
W0346,2017-04-12,Perth,16.7,22.1,27.2,4.2,,WNW,74,NNW,ENE,17,36,95,63,999.6,1004.8,6,6,18.1,21.6,No,7,30.2,17.8,Yes
W0347,2017-12-26,Sydney,11.0,28.6,4.7,,10.2,NE,13,WSW,E,19,16,37,26,1018.1,1027.0,2,0,16.8,22.5,Yes,8,11.1,12.2,No
W0348,2019-08-03,Melbourne,13.4,22.9,4.5,7.1,6.8,WSW,25,E,ESE,10,17,67,20,,1018.1,4,4,13.7,18.9,No,10,17.5,12.8,No
W0349,2017-02-19,Brisbane,15.6,32.2,1.9,0.7,4.3,NE,37,N,S,23,8,40,26,1022.5,1027.0,,0,21.6,26.9,No,1,6.3,17.9,No
W0350,2016-02-16,Brisbane,14.4,26.6,0.4,4.5,12.2,W,32,WSW,SSW,17,4,30,25,1012.2,1023.3,1,1,15.0,22.0,No,5,36.4,11.7,No
W0351,2018-01-27,Perth,14.5,22.7,2.0,0.5,100,SSE,12,ESE,E,26,25,66,25,1011.0,1024.6,,0,16.4,20.4,No,9,24.7,13.4,No
W0352,2016-10-02,Adelaide,11.0,26.5,2.6,14.6,12.9,,14,ESE,SW,21,31,58,23,1011.4,1015.8,4,2,17.2,22.2,No,1,35.4,10.7,No
W0353,2018-12-18,Cairns,21.5,37.2,0.7,3.0,12.7,NE,36,NE,NE,14,18,31,23,1020.4,1008.9,4,3,26.7,35.2,No,4,41.7,17.8,No
W0354,2022-02-12,Hobart,10.2,16.2,4.4,3.9,9.4,E,18,SSW,E,19,16,68,103,,1025.6,0,1,10.2,14.2,No,7,33.5,12.9,No
W0355,2015-08-29,Sydney,-200,28.2,0.4,8.9,11.6,SE,39,NNW,ENE,8,35,32,50,1010.2,1019.2,4,0,17.0,23.8,No,4,48.6,16.8,No
W0356,2019-09-27,Cairns,23.7,30.4,3.1,3.2,12.5,151,19,SSE,S,12,22,34,15,1029.1,1022.1,5,,25.1,27.6,No,1,39.9,23.7,No
W0357,2022-07-06,Perth,16.4,27.0,2.2,2.8,8.2,SW,14,SSE,W,17,30,32,126,1028.5,1013.1,1,0,16.7,23.3,No,2,44.9,20.1,No
W0358,2016-12-16,Canberra,5.9,19.8,7.0,8.4,1.8,ESE,80,S,NW,16,31,98,92,1006.2,1010.2,7,5,10.7,19.4,Yes,9,38.4,4.5,Yes
W0359,2018-05-22,Hobart,9.3,14.6,4.3,4.0,8.2,SSE,40,SSW,ESE,5,18,67,54,1019.0,1017.8,3,3,9.6,14.0,No,6,17.2,8.4,No
W0360,2018-03-23,Hobart,6.5,15.3,2.9,7.8,10.2,SSE,25,WSW,W,9,11,61,-5,,1019.4,1,2,7.2,12.0,Yes,3,7.9,6.0,No
W0361,2021-08-23,Brisbane,16.0,30.0,2.4,6.4,7.4,NW,24,SSE,SSE,24,31,67,30,1025.8,,,2,20.3,27.3,Yes,8,10.2,11.3,No
W0362,2022-02-08,Perth,16.6,28.9,3.6,8.1,4.4,SSW,23,ESE,N,22,1,48,59,1016.9,1026.3,1,5,21.4,27.5,No,6,31.2,,No
W0363,2022-08-01,Newcastle,14.5,21.9,-2.5,0.8,7.3,SW,26,NNE,NNW,27,27,58,31,1028.1,1014.7,2,1,17.9,21.8,Yes,7,19.2,,No
W0364,2021-05-02,Hobart,9.4,23.1,0.4,4.0,6.0,NE,23,NNE,SE,30,3,29,39,1017.2,1009.3,0,2,13.3,16.5,Yes,4,19.3,12.5,No
W0365,2021-03-27,Cairns,21.6,28.2,1.7,0.8,7.9,ESE,28,SSE,ENE,19,1,54,38,1019.0,1018.9,5,5,22.8,26.1,No,6,35.9,17.9,No
W0366,29/10/2018,Darwin,22.7,34.2,3.2,3.4,,ESE,24,SW,NW,7,17,60,42,1011.2,1014.7,0,3,23.2,33.5,No,7,9.5,18.3,No
W0367,2021-05-21,Perth,13.9,23.3,3.4,9.1,5.4,ESE,13,E,S,14,26,58,29,1015.1,1027.3,1,,17.7,22.2,No,4,46.6,11.5,No
W0368,2017-11-02,Sydney,12.6,26.3,3.3,4.6,5.1,SW,30,ESE,SSE,21,33,68,37,,,2,2,17.7,25.1,No,8,29.6,8.2,No
W0369,2022-04-29,Townsville,17.1,27.7,20.0,10.0,5.7,SSW,54,SE,SE,41,18,62,71,,1004.8,8,6,21.6,24.5,Yes,8,50.0,17.4,Yes
W0370,2017-06-30,Perth,16.0,29.5,30.8,-12.0,3.1,ESE,100,NNW,SSW,26,26,60,66,997.6,1005.2,5,4,18.0,27.6,Yes,4,47.6,19.4,Yes
W0371,2015-09-20,Adelaide,9.5,24.5,27.8,14.3,4.0,NNE,83,E,SE,17,55,67,81,1012.1,997.7,6,8,9.6,17.6,No,8,8.1,8.4,Yes
W0372,2020-04-07,Canberra,5.7,19.1,-35.8,12.6,1.3,SSW,62,NW,E,58,44,61,65,1015.0,1009.3,,4,11.5,14.5,No,6,33.9,2.7,Yes
W0373,2020-03-25,Canberra,11.9,14.0,33.2,12.6,3.6,SSW,68,WSW,N,46,41,78,80,1014.8,1009.9,6,4,12.7,13.0,Yes,7,16.8,,Yes
W0374,26/02/2019,Wollongong,13.2,28.5,0.6,12.6,11.5,ESE,34,NW,SE,26,9,27,38,1025.2,1021.7,,4,13.6,24.1,Yes,5,48.8,11.2,No
W0375,2016-03-23,Perth,-200,22.7,3.5,13.8,4.4,WNW,7,NW,SE,2,4,37,61,1020.5,1018.3,,2,15.2,18.2,No,9,34.0,14.9,No
W0376,2016-09-24,Sydney,12.1,27.0,4.2,14.5,,WNW,7,E,NNW,5,5,999,53,1021.6,1014.6,3,0,18.9,25.8,No,7,16.4,8.2,No
W0377,2016-11-23,Newcastle,10.1,29.7,4.2,7.5,12.7,NNE,12,SW,WSW,17,27,62,28,1010.4,1017.4,4,3,16.7,27.3,No,3,34.8,10.8,No
W0378,2021-08-23,Canberra,7.5,16.4,2.9,14.8,4.9,NNW,21,E,SSW,27,27,126,27,,,1,1,8.4,13.6,Yes,10,6.1,7.2,No
W0379,2019-12-03,Cairns,23.1,28.9,1.6,0.7,12.0,NE,37,NW,W,10,31,31,62,1018.6,1025.7,1,3,25.0,27.9,No,8,22.0,,No
W0380,2017-01-14,Darwin,24.3,37.0,4.3,0.3,5.1,NNE,36,SE,WSW,15,29,91,65,1009.3,1004.9,5,4,26.1,31.3,Yes,4,40.5,28.0,Yes
W0381,2017-08-19,Darwin,25.5,38.0,32.6,12.8,1.7,S,50,NW,N,33,36,95,78,1012.1,1006.7,,6,26.1,32.4,Yes,3,42.2,28.3,Yes
W0382,2020-07-04,Perth,16.8,30.1,3.6,1.7,12.7,NE,10,NNW,SSE,2,25,48,21,1022.9,1024.7,4,3,17.6,29.7,Yes,4,27.9,21.1,no
W0383,2015-05-28,Brisbane,18.2,30.2,5000,4.8,10.6,,39,SW,SSE,-2.0,19,32,29,1017.7,1020.4,5,5,19.4,29.6,No,5,8.6,13.5,No
W0384,2019-11-29,Sydney,16.7,26.6,4.1,4.2,10.8,NNE,45,SSE,SSE,10,20,61,48,,1013.6,5,1,18.4,25.6,No,3,48.6,15.1,No
W0385,2018-03-11,Townsville,19.9,36.5,1.8,3.6,4.8,SW,22,NW,WSW,9,5,63,34,1011.5,,2,3,25.1,30.4,No,5,18.6,23.8,No
W0386,2015-06-02,Darwin,25.2,31.5,2.0,14.3,7.0,E,39,ESE,SSE,6,27,200,39,1013.5,1011.2,0,2,25.6,28.7,No,3,30.5,,No
W0387,2021-06-06,Brisbane,17.1,28.9,3.4,14.6,6.2,,7,SSW,ENE,18,15,38,17,1017.3,,4,3,17.8,25.1,No,2,29.8,21.7,No
W0388,2016-03-04,Adelaide,12.5,22.0,3.0,12.3,4.7,SSW,45,SE,SSE,16,23,31,41,1025.9,1009.1,3,5,13.6,17.9,No,6,48.3,8.0,No
W0389,2018-08-31,Adelaide,13.9,26.2,3.4,3.7,,W,17,N,WNW,26,2,40,35,1024.0,1011.3,3,4,16.5,24.6,No,5,9.7,12.3,No
W0390,2018-01-28,Wollongong,13.7,28.1,1.0,2.5,9.5,NW,18,NNE,S,29,4,48,55,1015.9,1019.6,4,5,18.7,24.5,No,11,31.4,9.4,No
W0391,2022-10-07,Adelaide,14.4,24.8,3.9,6.1,8.1,NE,23,NNW,ESE,26,16,36,114,1024.3,1008.7,2,5,14.4,19.7,No,2,14.7,16.4,No
W0392,2022-10-12,Newcastle,14.2,22.9,0.8,11.2,8.4,,14,N,SSW,30,6,34,15,1011.4,1026.6,1,4,18.1,21.9,No,8,12.1,17.0,No
W0393,2016-09-18,Adelaide,13.6,27.4,1.2,0.6,7.3,SW,41,SSE,W,6,14,200,42,1016.2,,4,,19.6,24.4,No,8,13.2,16.7,No
W0394,2016-10-24,Adelaide,14.6,29.0,39.9,7.9,2.1,ENE,85,ESE,SW,42,45,86,95,995.5,1000.4,7,7,19.9,28.7,Yes,6,28.7,13.2,Yes
W0395,2015-07-25,Brisbane,15.9,33.0,4.8,9.0,6.2,WSW,12,SW,ENE,5,21,66,55,1018.4,1028.0,5,0,21.9,26.1,No,10,43.8,12.2,No
W0396,2018-04-02,Perth,16.5,28.0,4.9,8.8,7.8,NNE,7,N,NW,12,12,50,40,1024.4,1022.0,1,5,20.8,24.8,No,1,42.3,17.5,No
W0397,2017-09-04,Brisbane,32.2,18.3,0.3mm,1.6,6.3,SSW,15,NW,SSE,30,31,54,37,1011.3,1010.2,3,4,20.0,25.9,No,4,24.3,23.3,No
W0398,2021-10-21,Perth,80,22.5,3.1,3.1,7.0,,17,ENE,ESE,21,8,41,39,,1022.3,4,2,16.5,21.0,No,1,45.5,14.6,No
W0399,2021-10-21,Cairns,23.9,30.6,-5,0.4,0.6,ENE,32,W,SW,56,42,68,55,1011.0,997.5,5,5,25.0,28.7,Yes,9,45.9,,Yes
W0400,2018-03-18,Cairns,18.4,34.5,2.1,2.8,4.5,ENE,38,SSW,WSW,2,15,61,29,1011.2,1027.7,1,4,20.7,33.8,No,3,9.3,16.6,No
W0401,2017-09-12,Newcastle,13.8,22.0,1.4,3.5,12.0,NNW,30,W,E,1,10,60,47,1021.5,1012.7,5,5,17.8,18.2,Yes,10,35.5,10.0,No
W0402,2019-12-07,Hobart,5.3,21.8,4.0,1.6,6.0,S,44,SSE,E,28,27,42,20,1020.8,1023.8,3,2,7.3,16.8,No,2,40.1,1.2,No
W0403,2018-07-30,Darwin,26.7,30.7,3.1,7.3,5.4,W,24,S,SSE,23,25,34,41,1029.3,1014.6,2,0,27.0,30.7,No,4,9.7,24.7,No
W0404,07/04/2022,Townsville,18.2,26.8,11.6,1.4,,,70,E,WSW,58,51,72,83,1009.5,1005.4,4,6,20.1,24.1,Yes,1,20.9,13.5,Yes
W0405,2016-05-27,Newcastle,11.0,24.1,3.0,2.3,8.6,NE,20,SW,SSW,23,-12.0,44,51,1013.9,1008.6,1,1,14.8,22.0,Yes,1,34.6,13.6,No
W0406,2021-06-13,Melbourne,11.0,17.5,3.8,3.9,4.6,WNW,40,SE,SE,13,23,54,44,1014.3,1012.8,1,0,12.0,16.0,No,5,11.6,15.8,No
W0407,2019-08-10,Townsville,23.8,34.7,0.9,3.7,11.7,N,7,NNE,NNW,18,6,60,49,1018.9,1024.4,3,5,26.7,29.9,No,2,45.5,28.4,No
W0408,2020-08-15,Canberra,6.6,99.9,0.5,3.8,6.1,WSW,22,ENE,NNW,29,21,70,63,1013.6,1027.0,1,1,8.0,17.4,No,9,14.4,,True
W0409,2016-10-27,Melbourne,12.4,23.6,0.7,9.2,8.9,S,11,SE,NE,11,4,44,26,1019.2,1023.8,2,5,15.8,22.3,No,4,27.8,8.5,No
W0410,2016-10-12,Adelaide,10.1,24.7,4.5,2.3,10.3,NW,39,ESE,NW,5,29,56,44,1021.0,,3,2,15.0,22.4,No,7,29.0,9.6,No
W0411,2015-08-11,Perth,16.3,26.6,4.5,9.1,8.4,,26,NNE,ENE,24,18,29,21,1011.0,1019.9,0,0,17.2,25.9,No,4,30.7,20.0,No
W0412,2020-09-09,Perth,13.4,27.0,3.2,9.5,8.7,NNE,32,SW,NNW,5,22,62,27,1021.6,1010.1,2,3,14.7,26.7,No,5,39.4,17.7,No
W0413,2015-01-09,Perth,16.0,24.6,2.1,2.1,6.0,233,38,WNW,W,0,27,44,20,1029.6,1013.4,5,5,18.1,20.8,No,5,43.5,16.0,No
W0414,2017-05-23,Hobart,7.5,22.6,22.9,8.4,1.2,S,68,NE,WNW,25,60,91,83,1001.2,1010.9,5,4,13.2,19.3,No,10,38.4,11.7,Yes
W0415,2016-08-16,Perth,12.9,21.2,1.5,2.1,6.9,SW,15,N,NNW,13,27,68,49,1022.2,1019.4,5,2,16.6,18.5,No,1,22.9,17.1,No
W0416,2021-02-14,Canberra,5.7,23.9,1.7,7.6,8.3,NE,40,NE,NNW,12,6,67,50,1014.7,1013.7,5,0,9.2,21.1,Yes,9,5.3,6.7,No
W0417,2016-11-10,Townsville,20.7,29.7,1.9mm,,7.2,,999,WNW,WSW,21,18,70,38,1011.5,1027.6,1,3,21.7,26.8,No,1,9.0,24.7,No
W0418,2022-06-19,Townsville,18.1,32.0,1.5,11.8,8.7,SSW,23,W,W,13,0,59,37,1027.0,1026.4,1,4,19.6,29.1,Yes,2,8.5,,No
W0419,2019-12-21,Cairns,21.0,28.4,1.0,,8.4,N,13,SSE,S,20,31,62,41,1023.2,1022.8,2,3,21.4,26.6,No,6,20.2,25.2,No
W0420,2022-09-02,Melbourne,13.4,19.7,3.1,9.2,11.8,NE,41,NE,ENE,26,20,30,63,,1020.9,3,0,13.6,17.0,Yes,4,33.0,13.6,No
W0421,2017-02-22,Sydney,14.3,22.6,34.7,9.7,,N,77,WSW,ENE,22,26,72,94,1002.1,994.0,,8,14.8,21.6,Yes,11,39.5,14.7,Yes
W0422,2015-03-18,Perth,13.2,28.0,3.0,1.9,30,,13,WSW,E,24,26,33,36,1017.7,1018.4,0,2,15.7,23.8,No,8,28.3,18.2,No
W0423,2018-07-20,Townsville,20.7,34.3,0.3,4.8,4.0,SSE,18,SW,E,7,-29.0,36,36,1029.8,1026.3,,2,22.3,32.5,No,9,16.3,22.3,No
W0424,2019-07-05,Melbourne,13.2,17.9,3.9,11.4,5.5,NNE,43,SSE,N,20,0,53,50,1022.6,1023.2,,3,15.1,16.0,Yes,5,16.9,10.7,No
W0425,2016-10-26,Sydney,16.9,23.5,29.7,8.5,4.7,NE,75,S,ENE,38,47,97,73,1013.2,998.4,4,8,19.7,22.2,Yes,7,31.6,16.9,Yes
W0426,2015-05-06,Hobart,4.8,14.3,23.3,4.3,-0.9,WSW,98,NNE,NNE,46,42,96,58,1003.3,996.3,4,4,5.2,12.2,No,2,18.7,5.4,Yes
W0427,2015-01-13,Melbourne,10.2,24.3,3.6,2.6,9.9,WNW,42,S,W,15,14,38,47,1029.7,1009.9,0,3,16.3,17.6,No,11,48.1,5.6,No
W0428,2018-04-01,Sydney,10.5,27.6,3.3,4.1,5.9,N,36,NE,SSW,9,17,51,44,1012.4,1015.9,2,4,18.0,27.3,No,10,13.5,6.2,No
W0429,2019-02-17,Brisbane,17.9,34.0,4.4,3.4,12.5,S,17,SSW,ENE,21,7,65,34,1029.0,1013.5,3,2,21.8,30.4,Yes,6,22.3,22.6,No
W0430,2022-07-17,Cairns,22.5,30.3,3.2,-4.4,,NW,8,SSW,ENE,14,22,47,22,1012.9,1011.9,2,,26.2,29.6,No,9,32.6,25.2,No
W0431,2021-10-30,Hobart,8.5,20.3,0.1,,7.0,N,40,W,WNW,20,23,38,32,1018.7,1015.7,4,5,12.3,16.2,No,8,34.4,11.7,No
W0432,2019-12-19,Perth,18.3,23.3,3.5,12.8,8.3,SSE,26,W,NNW,26,29,58,31,1025.0,1008.4,3,3,19.2,22.4,No,4,45.5,16.0,No
W0433,2017-08-06,Wollongong,11.9,23.0,10.0,5.1,0.8,E,76,E,E,19,63,80,62,,999.3,8,4,13.7,22.9,Yes,5,20.8,10.3,Yes
W0434,2018-10-02,Darwin,20.6,33.7,2.0,10.9,12.1,ENE,21,WNW,NNW,1,15,59,58,1023.6,1017.5,5,5,22.1,28.2,No,6,6.3,22.0,No
W0435,2021-07-03,Sydney,16.9,23.2,3.1,,6.0,ENE,32,ENE,NNE,8,0,47,39,1022.5,1022.5,3,5,18.0,22.2,No,6,29.3,21.7,No
W0436,2015-09-14,Canberra,5.3,24.6,4.3,8.9,10.1,NE,20,SE,W,11,33,33,62,1022.5,1025.9,1,5,10.3,22.2,No,4,25.1,6.8,No
W0437,2018-07-22,Darwin,25.5,39.0,0.9,4.6,8.8,N,11,ESE,WSW,27,22,57,48,1014.7,1021.9,3,0,30.2,33.2,Yes,1,45.1,24.0,No
W0438,2017-08-05,Canberra,5.8,19.7,0.9,4.4,8.0,SE,38,N,E,23,-31.0,26,500,1027.5,1026.8,1,,10.6,17.5,No,5,46.5,6.3,No
W0439,2022-12-25,Wollongong,80,25.3,39.2,,3.9,WNW,82,WNW,SSE,50,19,72,120,1009.4,1008.9,7,5,15.0,20.0,No,9,35.8,,Yes
W0440,2015-11-27,Wollongong,10.4,27.8,4.4,9.7,10.5,SW,35,ESE,NW,16,34,52,43,1026.7,1025.4,4,4,19.0,25.1,yes,2,29.0,6.1,No
W0441,2019-05-04,Newcastle,16.1,28.5,5.0,6.4,8.6,WSW,20,E,S,13,31,58,30,1014.7,1019.9,,3,19.5,23.3,No,9,14.2,13.5,No
W0442,2022-08-07,Cairns,18.6,35.7°C,4.2,6.7,7.0,ESE,45,NW,E,14,26,46,47,1020.3,,5,1,26.3,34.7,Yes,6,48.8,20.5,No
W0443,2019-04-28,Adelaide,10.8,22.1,4.2,12.2,9.2,ENE,9,S,ENE,3,2,29,53,1014.7,1023.8,2,1,11.8,21.6,No,9,24.8,13.9,No
W0444,2018-04-25,Darwin,21.7,35.3,3.5,5.0,6.8,N,45,ESE,SE,6,15,63,38,1029.0,1016.5,5,5,27.2,31.1,No,11,26.6,,No
W0445,2015-08-28,Townsville,18.5,33.7,1.4,7.7,7.7,,17,S,SW,16,25,68,22,1023.4,1014.6,3,3,20.6,26.3,No,9,48.4,21.6,No
W0446,2019-05-14,Darwin,21.8,39.0,1.8,12.1,4.4,SE,29,N,S,0,26,25,41,1023.8,1019.2,1,4,24.7,31.2,Yes,4,46.1,19.4,No
W0447,2018-09-30,Sydney,10.5,28.8,3.8,13.0,7.7,ENE,23,SW,ENE,28,13,54,33,1021.7,1015.8,3,0,14.7,26.7,No,2,7.7,7.9,No
W0448,2016-09-26,Wollongong,16.1,22.8,8.6,0.4,3.8,ESE,39,NNE,ESE,23,52,66,89,999.7,994.1,,6,17.0,22.8,Yes,5,33.9,11.2,Yes
W0449,2019-04-19,Hobart,9.0,19.5,1.3,,8.6,SW,41,WSW,WSW,20,0,59,63,1017.8,1027.3,5,3,11.4,18.6,No,8,16.2,,No
W0450,2020-11-16,Adel@ide,12.5,26.6,11.8,12.1,,ESE,47,NNW,SSW,51,40,71,70,995.5,1002.8,7,6,16.0,22.3,No,2,35.8,,Yes
W0451,2019-08-17,Sydney,10.4,24.9,2.8,1.9,,NNE,29,SSW,WSW,1,4,69,59,1018.4,1019.5,5,3,12.5,24.7,No,4,8.4,13.0,No
